species,s1,s2,clonal_diff_1D,clonal_len_1D,clonal_diff_4D,clonal_len_4D,moved_1d,moved_4d
Bacteroides_eggerthii_54457,700097482,ERR912054,119,1314636,39,296293,2,0
Bacteroides_eggerthii_54457,700097482,ERR912070,105,1319581,41,297526,2,0
Bacteroides_eggerthii_54457,700097482,ERR912165,118,1305518,38,294535,2,0
Bacteroides_eggerthii_54457,700097482,SRR413585,110,1309653,38,295477,10,0
Bacteroides_eggerthii_54457,700097482,SRR413613,103,1262205,30,284911,7,0
Bacteroides_eggerthii_54457,700161219,ERR912155,95,1179556,20,265776,2,0
Bacteroides_eggerthii_54457,700161219,ERR912193,107,1071609,30,241012,6,0
Bacteroides_eggerthii_54457,ERR911965,ERR912057,59,1574987,16,356113,0,0
Bacteroides_eggerthii_54457,ERR911967,ERR912001,110,1110841,53,249453,2,0
Bacteroides_eggerthii_54457,ERR911967,ERR912005,47,925395,22,208537,0,0
Bacteroides_eggerthii_54457,ERR911967,ERR912020,112,1114445,53,250218,2,0
Bacteroides_eggerthii_54457,ERR911967,ERR912054,111,1118100,53,250988,4,0
Bacteroides_eggerthii_54457,ERR911967,ERR912070,88,1068957,40,240242,2,0
Bacteroides_eggerthii_54457,ERR911967,ERR912165,114,1099198,46,247040,2,0
Bacteroides_eggerthii_54457,ERR911981,ERR912137,48,1513100,20,342631,2,0
Bacteroides_eggerthii_54457,ERR912001,ERR912018,222,1558053,64,352269,0,0
Bacteroides_eggerthii_54457,ERR912001,ERR912020,71,1558045,25,352300,0,0
Bacteroides_eggerthii_54457,ERR912001,ERR912054,69,1559436,30,352592,0,0
Bacteroides_eggerthii_54457,ERR912001,ERR912070,49,1559647,25,352685,0,0
Bacteroides_eggerthii_54457,ERR912001,ERR912165,73,1543320,24,349257,0,0
Bacteroides_eggerthii_54457,ERR912018,ERR912165,232,1552424,63,351233,0,0
Bacteroides_eggerthii_54457,ERR912020,ERR912165,82,1552297,22,351223,0,0
Bacteroides_eggerthii_54457,ERR912025,ERR912148,106,1240990,30,279395,21,0
Bacteroides_eggerthii_54457,ERR912025,ERR912155,96,1370880,55,309323,6,0
Bacteroides_eggerthii_54457,ERR912054,ERR912165,78,1553743,23,351544,0,0
Bacteroides_eggerthii_54457,ERR912070,ERR912165,61,1553794,22,351575,0,0
Bacteroides_eggerthii_54457,ERR912077,ERR912148,134,1243724,24,279695,17,0
Bacteroides_eggerthii_54457,ERR912077,ERR912155,134,1377299,43,310479,6,0
Bacteroides_eggerthii_54457,ERR912148,ERR912155,107,1343602,25,302812,15,0
Bacteroides_eggerthii_54457,ERR912148,ERR912185,116,1217155,36,274321,21,0
Bacteroides_eggerthii_54457,ERR912148,ERR912193,118,1241385,31,279607,23,0
Bacteroides_eggerthii_54457,ERR912155,ERR912185,105,1348539,44,304425,6,0
Bacteroides_eggerthii_54457,ERR912155,ERR912193,105,1357781,35,306189,6,0
Bacteroides_eggerthii_54457,SRR341641,ERR912155,83,1053040,34,236476,7,0
Bacteroides_eggerthii_54457,SRR341706,ERR912155,94,1040582,33,233903,6,0
Bacteroides_eggerthii_54457,SRR341716,ERR911965,121,1028360,14,229807,33,0
Bacteroides_eggerthii_54457,SRR341716,SRR413622,77,1360914,13,306300,6,0
Bacteroides_eggerthii_54457,SRR413562,SRR413603,19,1546257,11,349487,0,0
Bacteroides_eggerthii_54457,SRR413585,ERR911967,106,1099671,58,247165,6,0
Bacteroides_eggerthii_54457,SRR413585,ERR912001,108,1336311,41,301342,0,0
Bacteroides_eggerthii_54457,SRR413585,ERR912018,251,1341376,74,302480,4,0
Bacteroides_eggerthii_54457,SRR413585,ERR912020,118,1343181,43,302905,2,0
Bacteroides_eggerthii_54457,SRR413585,ERR912054,121,1343966,52,302931,0,0
Bacteroides_eggerthii_54457,SRR413585,ERR912070,105,1344206,45,303152,4,0
Bacteroides_eggerthii_54457,SRR413585,ERR912165,115,1326169,38,299320,2,0
Bacteroides_eggerthii_54457,SRR413585,SRR413613,58,1498204,13,338660,0,0
Bacteroides_eggerthii_54457,SRR413587,ERR911967,38,925597,24,208283,4,0
Bacteroides_eggerthii_54457,SRR413587,ERR912005,47,903467,22,203797,2,0
Bacteroides_eggerthii_54457,SRR413587,SRR413600,18,1557970,8,352191,0,0
Bacteroides_eggerthii_54457,SRR413600,ERR911967,37,927179,28,208691,2,0
Bacteroides_eggerthii_54457,SRR413613,ERR912001,101,1290163,36,291080,0,0
Bacteroides_eggerthii_54457,SRR413613,ERR912018,243,1298973,79,293013,0,0
Bacteroides_eggerthii_54457,SRR413613,ERR912020,109,1294308,36,292058,2,0
Bacteroides_eggerthii_54457,SRR413613,ERR912054,110,1292156,37,291516,2,0
Bacteroides_eggerthii_54457,SRR413613,ERR912070,93,1293743,37,291913,2,0
Bacteroides_eggerthii_54457,SRR413613,ERR912165,106,1277207,35,288436,2,0
Bacteroides_eggerthii_54457,SRR413622,ERR911965,111,1106987,11,247851,22,0
Bacteroides_eggerthii_54457,SRR413622,ERR912053,93,1099043,20,245891,16,0
Bacteroides_eggerthii_54457,SRR413622,ERR912057,99,1104630,13,247298,23,0
Bacteroides_eggerthii_54457,SRR413626,ERR912155,87,1047179,35,235535,9,0
Bacteroides_eggerthii_54457,700013597,700024673,101,1567662,27,354385,0,0
Bacteroides_eggerthii_54457,700013597,ERR912018,220,1566833,64,354135,0,0
Bacteroides_eggerthii_54457,700013597,ERR912020,72,1567266,20,354256,0,0
Bacteroides_eggerthii_54457,700013597,ERR912054,71,1568342,27,354496,0,0
Bacteroides_eggerthii_54457,700013597,ERR912070,48,1568717,20,354612,0,0
Bacteroides_eggerthii_54457,700016142,ERR912117,122,1542572,32,348789,0,0
Bacteroides_eggerthii_54457,700024673,ERR912018,256,1569749,67,354863,0,0
Bacteroides_eggerthii_54457,700024673,ERR912020,106,1571069,25,355220,0,0
Bacteroides_eggerthii_54457,700024673,ERR912054,103,1569542,28,354840,0,0
Bacteroides_eggerthii_54457,700024673,ERR912070,86,1570722,27,355167,0,0
Bacteroides_eggerthii_54457,700096865,ERR912005,47,1568749,22,354888,0,0
Bacteroides_eggerthii_54457,700097973,SRR341641,44,1524657,13,345399,0,0
Bacteroides_eggerthii_54457,700097973,SRR341691,42,1524083,18,345280,0,0
Bacteroides_eggerthii_54457,700097973,SRR341706,58,1524927,13,345526,0,0
Bacteroides_eggerthii_54457,700097973,SRR413626,46,1527853,14,346317,0,0
Bacteroides_eggerthii_54457,700164159,SRR341637,129,1531588,38,345905,0,0
Bacteroides_eggerthii_54457,SRR341641,SRR341691,44,1562400,17,353178,0,0
Bacteroides_eggerthii_54457,SRR341641,SRR341706,44,1563300,8,353435,0,0
Bacteroides_eggerthii_54457,SRR341641,SRR413626,20,1564575,3,353775,0,0
Bacteroides_eggerthii_54457,SRR341691,SRR341706,60,1563790,17,353600,0,0
Bacteroides_eggerthii_54457,SRR341691,SRR413626,46,1564068,18,353682,0,0
Bacteroides_eggerthii_54457,SRR341706,SRR413626,46,1564980,9,353957,0,0
Bacteroides_eggerthii_54457,ERR911960,ERR912144,140,1551739,65,350928,0,0
Bacteroides_eggerthii_54457,ERR911965,ERR912053,61,1574747,27,355982,0,0
Bacteroides_eggerthii_54457,ERR912018,ERR912020,218,1569710,60,354820,0,0
Bacteroides_eggerthii_54457,ERR912018,ERR912054,229,1568903,69,354653,0,0
Bacteroides_eggerthii_54457,ERR912018,ERR912070,205,1569122,64,354723,0,0
Bacteroides_eggerthii_54457,ERR912020,ERR912054,77,1569222,25,354749,0,0
Bacteroides_eggerthii_54457,ERR912020,ERR912070,56,1570417,20,355064,0,0
Bacteroides_eggerthii_54457,ERR912025,ERR912077,73,1571181,21,355539,0,0
Bacteroides_eggerthii_54457,ERR912025,ERR912185,55,1559504,27,352983,0,0
Bacteroides_eggerthii_54457,ERR912025,ERR912193,52,1554778,15,352065,0,0
Bacteroides_eggerthii_54457,ERR912053,ERR912057,38,1573050,29,355592,0,0
Bacteroides_eggerthii_54457,ERR912054,ERR912070,57,1571475,25,355289,0,0
Bacteroides_eggerthii_54457,ERR912077,ERR912185,80,1568818,25,354837,0,0
Bacteroides_eggerthii_54457,ERR912077,ERR912193,91,1564370,13,353971,0,0
Bacteroides_eggerthii_54457,ERR912185,ERR912193,71,1552734,18,351451,0,0
Bacteroides_finegoldii_57739,700016960,700021123,62,1264781,13,277721,5,0
Bacteroides_finegoldii_57739,700016960,700033153,42,1328103,9,291734,0,0
Bacteroides_finegoldii_57739,700016960,700037967,52,1289199,12,282949,0,0
Bacteroides_finegoldii_57739,700016960,700097688,46,1333276,10,292972,0,0
Bacteroides_finegoldii_57739,700016960,700099886,50,1309668,13,287542,4,0
Bacteroides_finegoldii_57739,700016960,700107189,45,1274825,9,278860,0,0
Bacteroides_finegoldii_57739,700016960,700173483,46,1311757,15,287958,4,0
Bacteroides_finegoldii_57739,700021123,700033153,47,1251237,10,274753,5,0
Bacteroides_finegoldii_57739,700021123,700037967,45,1202997,14,263783,3,0
Bacteroides_finegoldii_57739,700021123,700097688,46,1256294,11,275984,5,0
Bacteroides_finegoldii_57739,700021123,700099886,65,1238746,16,272004,9,0
Bacteroides_finegoldii_57739,700021123,700107189,66,1199205,15,262230,8,0
Bacteroides_finegoldii_57739,700021123,700173483,63,1241158,18,272516,9,0
Bacteroides_finegoldii_57739,700021123,ERR912191,43,1266717,8,278183,5,0
Bacteroides_finegoldii_57739,700024437,700035533,47,1274174,17,279772,5,0
Bacteroides_finegoldii_57739,700024449,700038594,21,1304350,15,286504,2,0
Bacteroides_finegoldii_57739,700024449,700123827,33,1305965,14,286914,2,0
Bacteroides_finegoldii_57739,700024998,SRR341699,77,850040,29,185812,12,0
Bacteroides_finegoldii_57739,700024998,SRR413577,63,837950,15,183508,6,0
Bacteroides_finegoldii_57739,700032133,700113810,69,1134745,17,248883,4,0
Bacteroides_finegoldii_57739,700032133,700171066,97,1068819,22,233896,6,0
Bacteroides_finegoldii_57739,700033153,700037967,37,1285290,10,282069,0,0
Bacteroides_finegoldii_57739,700033153,700097688,24,1329069,7,292024,0,0
Bacteroides_finegoldii_57739,700033153,700099886,53,1296122,14,284614,4,0
Bacteroides_finegoldii_57739,700033153,700107189,42,1270438,9,277883,0,0
Bacteroides_finegoldii_57739,700033153,700173483,49,1298471,16,285097,4,0
Bacteroides_finegoldii_57739,700033153,ERR912191,26,1329875,6,292175,0,0
Bacteroides_finegoldii_57739,700037967,700097688,39,1288607,8,282885,0,0
Bacteroides_finegoldii_57739,700037967,700099886,65,1260806,15,276641,6,0
Bacteroides_finegoldii_57739,700037967,700107189,57,1242378,17,271547,0,0
Bacteroides_finegoldii_57739,700037967,700173483,60,1262793,16,277041,4,0
Bacteroides_finegoldii_57739,700037967,ERR912191,37,1291233,9,283451,0,0
Bacteroides_finegoldii_57739,700097688,700099886,57,1301793,13,285957,4,0
Bacteroides_finegoldii_57739,700097688,700107189,45,1275729,9,279135,0,0
Bacteroides_finegoldii_57739,700097688,700173483,53,1303711,16,286365,4,0
Bacteroides_finegoldii_57739,700097688,ERR912191,30,1335246,7,293482,0,0
Bacteroides_finegoldii_57739,700099886,700107189,50,1244036,13,272061,4,0
Bacteroides_finegoldii_57739,700099886,700173483,18,1339880,4,294512,0,0
Bacteroides_finegoldii_57739,700099886,ERR912191,51,1311252,12,287968,4,0
Bacteroides_finegoldii_57739,700107189,700173483,46,1245458,15,272325,4,0
Bacteroides_finegoldii_57739,700107189,ERR912191,44,1275700,9,279060,0,0
Bacteroides_finegoldii_57739,700113810,700171066,62,1209408,15,265223,2,0
Bacteroides_finegoldii_57739,700117395,700171648,52,1170659,14,256165,5,0
Bacteroides_finegoldii_57739,700173483,ERR912191,47,1313958,14,288549,4,0
Bacteroides_finegoldii_57739,700016960,ERR912191,38,1342924,7,295001,0,0
Bacteroides_finegoldii_57739,700021824,700096865,62,1337201,11,293815,0,0
Bacteroides_finegoldii_57739,700021824,700106876,54,1336951,11,293721,0,0
Bacteroides_finegoldii_57739,700021824,700163628,55,1337386,11,293667,0,0
Bacteroides_finegoldii_57739,700021824,700171390,55,1331879,14,292513,0,0
Bacteroides_finegoldii_57739,700038594,700123827,47,1304858,13,286632,0,0
Bacteroides_finegoldii_57739,700096865,700106876,38,1337969,8,294161,0,0
Bacteroides_finegoldii_57739,700096865,700163628,41,1338004,11,294002,0,0
Bacteroides_finegoldii_57739,700096865,700171390,40,1332986,10,292959,0,0
Bacteroides_finegoldii_57739,700106876,700163628,7,1337568,3,293853,0,0
Bacteroides_finegoldii_57739,700106876,700171390,6,1332763,3,292867,0,0
Bacteroides_finegoldii_57739,700163628,700171390,7,1332578,6,292672,0,0
Bacteroides_finegoldii_57739,SRR341696,SRR413624,14,1266922,9,277801,0,0
Bacteroides_finegoldii_57739,SRR341699,SRR413577,9,1232385,4,270260,0,0
Bacteroides_fragilis_54507,700014724,700116468,32,2043420,7,460029,0,0
Bacteroides_fragilis_54507,700015113,700015922,112,1928693,37,434461,6,0
Bacteroides_fragilis_54507,700015113,700023390,77,1994429,27,449435,7,0
Bacteroides_fragilis_54507,700015113,700024615,88,1987227,35,447369,7,0
Bacteroides_fragilis_54507,700015113,700111439,105,1898290,30,427519,9,0
Bacteroides_fragilis_54507,700015113,700161856,113,1900519,37,427375,6,0
Bacteroides_fragilis_54507,700015113,ERR912035,103,1927716,39,434211,9,0
Bacteroides_fragilis_54507,700015922,700023390,115,1897139,49,426963,5,0
Bacteroides_fragilis_54507,700015922,700024615,126,1892805,51,425612,5,0
Bacteroides_fragilis_54507,700015922,700111439,89,2034775,25,458267,2,0
Bacteroides_fragilis_54507,700015922,700161856,50,2049988,5,460866,4,0
Bacteroides_fragilis_54507,700015922,ERR912035,48,2088275,10,470317,0,0
Bacteroides_fragilis_54507,700023390,700111439,113,1885192,36,424338,8,0
Bacteroides_fragilis_54507,700023390,700161856,106,1862597,38,418324,5,0
Bacteroides_fragilis_54507,700023390,ERR912035,100,1892313,39,425734,8,0
Bacteroides_fragilis_54507,700023845,700165778,179,1782466,77,399830,0,0
Bacteroides_fragilis_54507,700023845,SRR413605,105,1983196,34,445061,0,0
Bacteroides_fragilis_54507,700023845,pluto3-11-0-0_,114,2025784,35,454357,2,0
Bacteroides_fragilis_54507,700024545,ERR912136,96,2095617,36,471561,0,0
Bacteroides_fragilis_54507,700024615,700111439,122,1878764,43,422448,8,0
Bacteroides_fragilis_54507,700024615,700161856,118,1862904,45,418074,5,0
Bacteroides_fragilis_54507,700024615,ERR912035,118,1892923,54,425505,10,0
Bacteroides_fragilis_54507,700024930,SRR341636,81,2085605,58,469329,0,0
Bacteroides_fragilis_54507,700024930,SRR341653,56,2081257,16,467971,0,0
Bacteroides_fragilis_54507,700037008,ERR912039,140,1775464,48,398878,0,0
Bacteroides_fragilis_54507,700037008,ERR912072,113,1891772,46,424683,4,0
Bacteroides_fragilis_54507,700037123,700100540,58,2084434,20,469513,0,0
Bacteroides_fragilis_54507,700037123,700164870,77,2076673,18,466805,0,0
Bacteroides_fragilis_54507,700037868,SRR413603,100,1958111,37,440786,8,0
Bacteroides_fragilis_54507,700038072,700165634,98,2083639,22,468922,0,0
Bacteroides_fragilis_54507,700100540,700164870,83,2058952,21,462841,0,0
Bacteroides_fragilis_54507,700105237,700171441,124,1903548,73,426798,6,2
Bacteroides_fragilis_54507,700106333,SRR341651,174,1700778,60,380875,8,0
Bacteroides_fragilis_54507,700111439,700161856,85,2022715,25,454799,2,0
Bacteroides_fragilis_54507,700111439,ERR912035,85,2038360,26,459045,7,0
Bacteroides_fragilis_54507,700112433,ERR912176,116,1918772,30,431274,12,0
Bacteroides_fragilis_54507,700112433,SRR413610,101,1826183,28,412551,7,0
Bacteroides_fragilis_54507,700112433,SRR413670,96,1892687,31,425912,7,0
Bacteroides_fragilis_54507,700117766,ERR912191,226,2081236,74,468893,7,0
Bacteroides_fragilis_54507,700117766,SRR341617,212,1997767,65,448285,9,0
Bacteroides_fragilis_54507,700161856,ERR912035,42,2053341,5,461520,7,0
Bacteroides_fragilis_54507,700161967,700165778,184,1820564,88,410125,0,0
Bacteroides_fragilis_54507,700161967,SRR413605,107,2023722,36,456043,0,0
Bacteroides_fragilis_54507,700161967,pluto3-11-0-0_,118,2064664,34,464816,0,0
Bacteroides_fragilis_54507,700163868,SRR341644,78,2031456,19,456520,6,0
Bacteroides_fragilis_54507,700163868,SRR413606,83,2048802,27,461226,6,0
Bacteroides_fragilis_54507,700165778,SRR413605,177,1766363,96,398078,0,0
Bacteroides_fragilis_54507,700165778,pluto3-11-0-0_,181,1812612,98,408054,0,0
Bacteroides_fragilis_54507,ERR912024,ERR912145,94,2084751,39,469379,3,0
Bacteroides_fragilis_54507,ERR912039,ERR912072,136,1895464,37,426488,0,0
Bacteroides_fragilis_54507,ERR912039,ERR912114,151,1779634,44,399781,0,0
Bacteroides_fragilis_54507,ERR912072,ERR912114,123,1893282,37,425058,4,0
Bacteroides_fragilis_54507,SRR341617,ERR912191,187,2007464,56,450480,2,0
Bacteroides_fragilis_54507,SRR341617,SRR341704,217,1986814,65,445779,6,0
Bacteroides_fragilis_54507,SRR341636,SRR341653,96,2078748,51,467417,0,0
Bacteroides_fragilis_54507,SRR341644,SRR413606,24,2081852,11,468119,0,0
Bacteroides_fragilis_54507,SRR341704,ERR912191,235,2066363,71,465425,6,0
Bacteroides_fragilis_54507,SRR413605,pluto3-11-0-0_,109,2011566,43,453058,4,0
Bacteroides_fragilis_54507,SRR413610,ERR912176,106,1958300,26,442770,7,0
Bacteroides_fragilis_54507,SRR413610,SRR413670,33,2032651,8,459779,0,0
Bacteroides_fragilis_54507,SRR413670,ERR912176,108,2025632,30,456224,8,0
Bacteroides_fragilis_54507,SRR413688,ERR912039,144,1774199,44,398481,0,0
Bacteroides_fragilis_54507,SRR413688,ERR912072,115,1890552,38,424311,4,0
Bacteroides_fragilis_54507,700023390,700024615,63,2088482,19,470093,0,0
Bacteroides_fragilis_54507,700023845,700161967,100,2036225,21,456792,0,0
Bacteroides_fragilis_54507,700035747,700037738,29,2065625,8,463970,0,0
Bacteroides_fragilis_54507,700037008,SRR413688,43,2100270,14,473043,0,0
Bacteroides_fragilis_54507,700037008,ERR912114,52,2103368,15,473873,0,0
Bacteroides_fragilis_54507,700037284,ERR912080,98,2099323,20,472584,0,0
Bacteroides_fragilis_54507,700117766,SRR341704,130,2088009,47,470290,0,0
Bacteroides_fragilis_54507,700122042,SRR341632,61,2011819,16,448959,0,0
Bacteroides_fragilis_54507,SRR413688,ERR912114,53,2101738,10,473402,0,0
Bacteroides_massiliensis_44749,700013672,700015250,121,1395301,43,300505,5,0
Bacteroides_massiliensis_44749,700013672,700015415,124,1405506,63,302376,10,0
Bacteroides_massiliensis_44749,700013672,700021123,110,1458351,30,313815,4,0
Bacteroides_massiliensis_44749,700013672,700023113,107,1435851,28,308998,4,0
Bacteroides_massiliensis_44749,700013672,700024024,127,1440665,39,310122,4,0
Bacteroides_massiliensis_44749,700013672,700024141,119,1430008,38,307703,3,0
Bacteroides_massiliensis_44749,700013672,700024711,113,1426672,43,306839,3,0
Bacteroides_massiliensis_44749,700013672,700033435,97,1315421,26,282878,10,0
Bacteroides_massiliensis_44749,700013672,700034166,98,1309197,52,282003,10,0
Bacteroides_massiliensis_44749,700013672,700035533,49,1456743,20,313826,0,0
Bacteroides_massiliensis_44749,700013672,700035861,116,1391447,49,299671,2,0
Bacteroides_massiliensis_44749,700013672,700037303,142,1442580,39,310639,3,0
Bacteroides_massiliensis_44749,700013672,700095647,73,1447335,17,311634,2,0
Bacteroides_massiliensis_44749,700013672,700097234,117,1392010,44,300134,2,0
Bacteroides_massiliensis_44749,700013672,700098267,139,1418667,39,305552,8,0
Bacteroides_massiliensis_44749,700013672,700098867,112,1435626,42,309323,4,0
Bacteroides_massiliensis_44749,700013672,700105882,111,1433562,49,308760,2,0
Bacteroides_massiliensis_44749,700013672,700105940,118,1405436,44,302528,3,0
Bacteroides_massiliensis_44749,700013672,700107189,105,1318511,42,282651,4,0
Bacteroides_massiliensis_44749,700013672,700164249,131,1400294,43,301465,6,0
Bacteroides_massiliensis_44749,700013672,700173320,131,1385714,41,298591,6,0
Bacteroides_massiliensis_44749,700013672,700175331,118,1438920,30,309613,3,0
Bacteroides_massiliensis_44749,700013672,ERR912165,134,1435280,39,309023,3,0
Bacteroides_massiliensis_44749,700013672,ERR912195,61,1495645,19,322215,0,0
Bacteroides_massiliensis_44749,700013672,SRR2822459,140,1442206,38,310602,0,0
Bacteroides_massiliensis_44749,700013672,SRR413589,121,1394681,32,300408,7,0
Bacteroides_massiliensis_44749,700015250,700015415,145,1399060,65,301128,17,0
Bacteroides_massiliensis_44749,700015250,700021123,128,1427074,36,307360,4,0
Bacteroides_massiliensis_44749,700015250,700023113,104,1451471,27,312656,7,0
Bacteroides_massiliensis_44749,700015250,700024024,101,1454400,31,313277,2,0
Bacteroides_massiliensis_44749,700015250,700024141,134,1420987,42,305967,3,0
Bacteroides_massiliensis_44749,700015250,700024711,97,1428349,36,307541,2,0
Bacteroides_massiliensis_44749,700015250,700033435,126,1277618,44,274915,7,0
Bacteroides_massiliensis_44749,700015250,700034166,117,1296029,47,279249,10,0
Bacteroides_massiliensis_44749,700015250,700035533,119,1382381,47,297793,5,0
Bacteroides_massiliensis_44749,700015250,700035861,94,1401393,42,301923,5,0
Bacteroides_massiliensis_44749,700015250,700037303,115,1455442,29,313593,4,0
Bacteroides_massiliensis_44749,700015250,700095647,125,1368997,42,294806,6,0
Bacteroides_massiliensis_44749,700015250,700097234,65,1492004,19,321731,4,0
Bacteroides_massiliensis_44749,700015250,700098267,105,1425185,39,306964,6,0
Bacteroides_massiliensis_44749,700015250,700098867,92,1447588,30,312037,2,0
Bacteroides_massiliensis_44749,700015250,700105049,128,1405716,45,302703,7,0
Bacteroides_massiliensis_44749,700015250,700105882,127,1443412,59,310811,0,0
Bacteroides_massiliensis_44749,700015250,700105940,139,1411858,59,303930,2,0
Bacteroides_massiliensis_44749,700015250,700107189,143,1290841,57,276673,8,0
Bacteroides_massiliensis_44749,700015250,700164249,79,1501141,31,323393,0,0
Bacteroides_massiliensis_44749,700015250,700173320,155,1360044,48,293170,7,0
Bacteroides_massiliensis_44749,700015250,700175331,111,1449420,29,312156,2,0
Bacteroides_massiliensis_44749,700015250,ERR912165,100,1447011,29,311723,2,0
Bacteroides_massiliensis_44749,700015250,ERR912195,137,1400777,51,301739,7,0
Bacteroides_massiliensis_44749,700015250,SRR2822459,120,1455926,31,313588,2,0
Bacteroides_massiliensis_44749,700015415,700021123,137,1438276,58,309714,8,0
Bacteroides_massiliensis_44749,700015415,700023113,122,1445363,51,311250,11,0
Bacteroides_massiliensis_44749,700015415,700024024,138,1434491,57,308685,14,0
Bacteroides_massiliensis_44749,700015415,700024141,135,1438663,63,309754,9,0
Bacteroides_massiliensis_44749,700015415,700024711,140,1421397,61,305731,6,0
Bacteroides_massiliensis_44749,700015415,700033435,141,1275795,70,274311,17,0
Bacteroides_massiliensis_44749,700015415,700034166,98,1375295,39,296260,12,0
Bacteroides_massiliensis_44749,700015415,700035533,130,1380328,71,297005,13,0
Bacteroides_massiliensis_44749,700015415,700035861,120,1408956,49,303780,9,0
Bacteroides_massiliensis_44749,700015415,700037303,152,1432976,54,308436,11,0
Bacteroides_massiliensis_44749,700015415,700095647,138,1375229,79,295898,14,4
Bacteroides_massiliensis_44749,700015415,700097234,144,1390690,65,299669,15,0
Bacteroides_massiliensis_44749,700015415,700098267,155,1410633,67,303609,14,0
Bacteroides_massiliensis_44749,700015415,700098867,132,1432218,61,308464,11,0
Bacteroides_massiliensis_44749,700015415,700105049,136,1417548,64,304884,13,0
Bacteroides_massiliensis_44749,700015415,700105882,140,1458207,76,314059,9,0
Bacteroides_massiliensis_44749,700015415,700105940,123,1468424,44,316243,12,0
Bacteroides_massiliensis_44749,700015415,700107189,140,1295479,78,277705,7,0
Bacteroides_massiliensis_44749,700015415,700164249,144,1398638,66,301101,10,0
Bacteroides_massiliensis_44749,700015415,700173320,142,1353480,63,291596,7,0
Bacteroides_massiliensis_44749,700015415,700175331,150,1447317,53,311657,11,0
Bacteroides_massiliensis_44749,700015415,ERR912165,143,1430238,60,307808,11,0
Bacteroides_massiliensis_44749,700015415,ERR912195,144,1418795,73,305242,13,0
Bacteroides_massiliensis_44749,700015415,SRR2822459,152,1435063,53,308953,11,0
Bacteroides_massiliensis_44749,700015415,SRR413589,138,1394486,54,300293,12,0
Bacteroides_massiliensis_44749,700021123,700023113,111,1478251,25,318343,2,0
Bacteroides_massiliensis_44749,700021123,700024024,127,1463856,35,315052,0,0
Bacteroides_massiliensis_44749,700021123,700024141,124,1467799,30,316116,4,0
Bacteroides_massiliensis_44749,700021123,700024711,130,1452189,42,312351,2,0
Bacteroides_massiliensis_44749,700021123,700033435,132,1295712,36,278585,9,0
Bacteroides_massiliensis_44749,700021123,700034166,119,1343745,53,289416,7,0
Bacteroides_massiliensis_44749,700021123,700035533,111,1428388,37,307420,4,0
Bacteroides_massiliensis_44749,700021123,700035861,129,1428386,48,307667,0,0
Bacteroides_massiliensis_44749,700021123,700037303,141,1465004,34,315397,0,0
Bacteroides_massiliensis_44749,700021123,700095647,129,1419037,29,305363,8,0
Bacteroides_massiliensis_44749,700021123,700097234,122,1420115,33,306226,2,0
Bacteroides_massiliensis_44749,700021123,700098267,132,1439515,39,309862,6,0
Bacteroides_massiliensis_44749,700021123,700098867,121,1461310,41,314758,0,0
Bacteroides_massiliensis_44749,700021123,700105049,121,1467309,35,315675,4,0
Bacteroides_massiliensis_44749,700021123,700105882,122,1488657,48,320670,0,0
Bacteroides_massiliensis_44749,700021123,700105940,128,1439087,44,309763,0,0
Bacteroides_massiliensis_44749,700021123,700107189,116,1344406,38,288326,0,0
Bacteroides_massiliensis_44749,700021123,700164249,132,1426706,35,307332,0,0
Bacteroides_massiliensis_44749,700021123,700173320,133,1418317,38,305672,0,0
Bacteroides_massiliensis_44749,700021123,700175331,130,1479306,25,318567,0,0
Bacteroides_massiliensis_44749,700021123,ERR912165,130,1458449,28,313934,0,0
Bacteroides_massiliensis_44749,700021123,ERR912195,127,1467551,34,315801,4,0
Bacteroides_massiliensis_44749,700021123,SRR2822459,135,1463347,28,315070,0,0
Bacteroides_massiliensis_44749,700021123,SRR413589,128,1427795,27,307572,4,0
Bacteroides_massiliensis_44749,700023113,700024024,96,1483444,24,319306,0,0
Bacteroides_massiliensis_44749,700023113,700024141,113,1469631,24,316568,0,0
Bacteroides_massiliensis_44749,700023113,700024711,99,1459275,32,313977,0,0
Bacteroides_massiliensis_44749,700023113,700033435,130,1310347,37,281817,7,0
Bacteroides_massiliensis_44749,700023113,700034166,113,1334471,43,287381,7,0
Bacteroides_massiliensis_44749,700023113,700035533,109,1422836,38,306281,4,0
Bacteroides_massiliensis_44749,700023113,700035861,98,1438912,34,309957,4,0
Bacteroides_massiliensis_44749,700023113,700037303,111,1484993,23,319725,0,0
Bacteroides_massiliensis_44749,700023113,700095647,119,1405218,28,302494,3,0
Bacteroides_massiliensis_44749,700023113,700097234,105,1442286,29,311069,5,0
Bacteroides_massiliensis_44749,700023113,700098267,112,1459038,28,314124,6,0
Bacteroides_massiliensis_44749,700023113,700098867,91,1480097,24,318888,0,0
Bacteroides_massiliensis_44749,700023113,700105049,116,1447348,30,311417,5,0
Bacteroides_massiliensis_44749,700023113,700105882,113,1494237,45,321901,0,0
Bacteroides_massiliensis_44749,700023113,700105940,123,1447248,44,311548,0,0
Bacteroides_massiliensis_44749,700023113,700107189,135,1328533,58,284756,3,0
Bacteroides_massiliensis_44749,700023113,700164249,97,1446388,30,311485,0,0
Bacteroides_massiliensis_44749,700023113,700173320,132,1392419,32,300124,2,0
